date,ted
18/5/2020,0.25
19/5/2020,0.24
20/5/2020,0.24
21/5/2020,0.24
22/5/2020,0.25
26/5/2020,0.23
27/5/2020,0.21
28/5/2020,0.2
29/5/2020,0.2
1/6/2020,0.2
2/6/2020,0.18
3/6/2020,0.17
4/6/2020,0.17
5/6/2020,0.16
8/6/2020,0.14
9/6/2020,0.12
10/6/2020,0.15
11/6/2020,0.14
12/6/2020,0.16
15/6/2020,0.12
16/6/2020,0.14
17/6/2020,0.15
18/6/2020,0.15
19/6/2020,0.16
22/6/2020,0.14
23/6/2020,0.14
24/6/2020,0.13
25/6/2020,0.15
26/6/2020,0.17
29/6/2020,0.16
30/6/2020,0.14
1/7/2020,0.16
2/7/2020,0.16
6/7/2020,0.13
7/7/2020,0.12
8/7/2020,0.12
9/7/2020,0.14
10/7/2020,0.14
13/7/2020,0.14
14/7/2020,0.12
15/7/2020,0.11
16/7/2020,0.16
17/7/2020,0.16
20/7/2020,0.13
21/7/2020,0.13
22/7/2020,0.13
23/7/2020,0.12
24/7/2020,0.14
27/7/2020,0.16
28/7/2020,0.16
29/7/2020,0.15
30/7/2020,0.16
31/7/2020,0.16
3/8/2020,0.15
4/8/2020,0.16
5/8/2020,0.14
6/8/2020,0.14
7/8/2020,0.15
10/8/2020,0.15
11/8/2020,0.14
12/8/2020,0.15
13/8/2020,0.18
14/8/2020,0.17
17/8/2020,0.17
18/8/2020,0.16
19/8/2020,0.14
20/8/2020,0.15
21/8/2020,0.15
24/8/2020,0.11
25/8/2020,0.14
26/8/2020,0.15
27/8/2020,0.14
28/8/2020,0.14
1/9/2020,0.13
2/9/2020,0.13
3/9/2020,0.14
4/9/2020,0.14
8/9/2020,0.12
9/9/2020,0.13
10/9/2020,0.13
11/9/2020,0.14
14/9/2020,0.13
15/9/2020,0.14
16/9/2020,0.11
17/9/2020,0.14
18/9/2020,0.13
21/9/2020,0.12
22/9/2020,0.12
23/9/2020,0.12
24/9/2020,0.13
25/9/2020,0.12
28/9/2020,0.11
29/9/2020,0.14
30/9/2020,0.13
1/10/2020,0.14
2/10/2020,0.14
5/10/2020,0.12
6/10/2020,0.13
7/10/2020,0.13
8/10/2020,0.13
9/10/2020,0.12
13/10/2020,0.13
14/10/2020,0.11
15/10/2020,0.11
16/10/2020,0.11
19/10/2020,0.1
20/10/2020,0.12
21/10/2020,0.11
22/10/2020,0.12
23/10/2020,0.12
26/10/2020,0.11
27/10/2020,0.11
28/10/2020,0.11
29/10/2020,0.12
30/10/2020,0.13
2/11/2020,0.13
3/11/2020,0.12
4/11/2020,0.13
5/11/2020,0.11
6/11/2020,0.11
9/11/2020,0.1
10/11/2020,0.11
12/11/2020,0.12
13/11/2020,0.13
16/11/2020,0.13
17/11/2020,0.14
18/11/2020,0.13
19/11/2020,0.14
20/11/2020,0.13
23/11/2020,0.13
24/11/2020,0.14
25/11/2020,0.14
27/11/2020,0.14
30/11/2020,0.15
1/12/2020,0.14
2/12/2020,0.14
3/12/2020,0.15
4/12/2020,0.14
7/12/2020,0.15
8/12/2020,0.14
9/12/2020,0.14
10/12/2020,0.14
11/12/2020,0.14
14/12/2020,0.13
15/12/2020,0.15
16/12/2020,0.15
17/12/2020,0.16
18/12/2020,0.16
21/12/2020,0.15
22/12/2020,0.15
23/12/2020,0.16
24/12/2020,0.15
29/12/2020,0.15
30/12/2020,0.16
31/12/2020,0.15
4/1/2021,0.15
5/1/2021,0.15
6/1/2021,0.14
7/1/2021,0.13
8/1/2021,0.14
11/1/2021,0.14
12/1/2021,0.14
13/1/2021,0.15
14/1/2021,0.14
15/1/2021,0.13
19/1/2021,0.13
20/1/2021,0.14
21/1/2021,0.13
22/1/2021,0.14
25/1/2021,0.12
26/1/2021,0.15
27/1/2021,0.13
28/1/2021,0.14
29/1/2021,0.14
1/2/2021,0.13
2/2/2021,0.12
3/2/2021,0.16
4/2/2021,0.15
5/2/2021,0.16
8/2/2021,0.15
9/2/2021,0.16
10/2/2021,0.15
11/2/2021,0.15
12/2/2021,0.15
16/2/2021,0.15
17/2/2021,0.14
18/2/2021,0.15
19/2/2021,0.14
22/2/2021,0.15
23/2/2021,0.15
24/2/2021,0.16
25/2/2021,0.15
26/2/2021,0.15
1/3/2021,0.13
2/3/2021,0.14
3/3/2021,0.14
4/3/2021,0.14
5/3/2021,0.15
8/3/2021,0.13
9/3/2021,0.13
10/3/2021,0.14
11/3/2021,0.14
12/3/2021,0.15
15/3/2021,0.14
16/3/2021,0.17
17/3/2021,0.17
18/3/2021,0.18
19/3/2021,0.19
22/3/2021,0.16
23/3/2021,0.19
24/3/2021,0.18
25/3/2021,0.17
26/3/2021,0.18
29/3/2021,0.17
30/3/2021,0.18
31/3/2021,0.16
1/4/2021,0.18
6/4/2021,0.18
7/4/2021,0.17
8/4/2021,0.18
9/4/2021,0.17
12/4/2021,0.17
13/4/2021,0.15
14/4/2021,0.16
15/4/2021,0.17
16/4/2021,0.17
19/4/2021,0.17
20/4/2021,0.15
21/4/2021,0.14
22/4/2021,0.15
23/4/2021,0.15
26/4/2021,0.15
27/4/2021,0.17
28/4/2021,0.18
29/4/2021,0.17
30/4/2021,0.17
4/5/2021,0.16
5/5/2021,0.15
6/5/2021,0.14
7/5/2021,0.14
10/5/2021,0.15
11/5/2021,0.15
12/5/2021,0.13
13/5/2021,0.14
14/5/2021,0.15
17/5/2021,0.13
18/5/2021,0.14
19/5/2021,0.14
20/5/2021,0.14
21/5/2021,0.14
24/5/2021,0.12
25/5/2021,0.12
26/5/2021,0.12
27/5/2021,0.11
28/5/2021,0.12
1/6/2021,0.11
2/6/2021,0.11
3/6/2021,0.11
4/6/2021,0.11
7/6/2021,0.1
8/6/2021,0.11
9/6/2021,0.09
10/6/2021,0.09
11/6/2021,0.09
14/6/2021,0.09
15/6/2021,0.09
16/6/2021,0.08
17/6/2021,0.09
18/6/2021,0.08
21/6/2021,0.09
22/6/2021,0.09
23/6/2021,0.1
24/6/2021,0.1
25/6/2021,0.09
28/6/2021,0.1
29/6/2021,0.1
30/6/2021,0.1
1/7/2021,0.09
2/7/2021,0.09
6/7/2021,0.08
7/7/2021,0.07
8/7/2021,0.06
9/7/2021,0.07
12/7/2021,0.08
13/7/2021,0.08
14/7/2021,0.07
15/7/2021,0.08
16/7/2021,0.08
19/7/2021,0.08
20/7/2021,0.09
21/7/2021,0.09
22/7/2021,0.08
23/7/2021,0.08
26/7/2021,0.08
27/7/2021,0.08
28/7/2021,0.08
29/7/2021,0.07
30/7/2021,0.06
2/8/2021,0.07
3/8/2021,0.07
4/8/2021,0.07
5/8/2021,0.08
6/8/2021,0.07
9/8/2021,0.07
10/8/2021,0.07
11/8/2021,0.07
12/8/2021,0.06
13/8/2021,0.06
16/8/2021,0.06
17/8/2021,0.06
18/8/2021,0.06
19/8/2021,0.07
20/8/2021,0.08
23/8/2021,0.08
24/8/2021,0.07
25/8/2021,0.06
26/8/2021,0.07
27/8/2021,0.07
31/8/2021,0.08
1/9/2021,0.07
2/9/2021,0.07
3/9/2021,0.07
7/9/2021,0.07
8/9/2021,0.07
9/9/2021,0.07
10/9/2021,0.07
13/9/2021,0.06
14/9/2021,0.08
15/9/2021,0.08
16/9/2021,0.08
17/9/2021,0.08
20/9/2021,0.09
21/9/2021,0.1
22/9/2021,0.1
23/9/2021,0.1
24/9/2021,0.1
27/9/2021,0.09
28/9/2021,0.09
29/9/2021,0.09
30/9/2021,0.09
1/10/2021,0.09
4/10/2021,0.09
5/10/2021,0.08
6/10/2021,0.08
7/10/2021,0.07
8/10/2021,0.07
12/10/2021,0.07
13/10/2021,0.07
14/10/2021,0.07
15/10/2021,0.07
18/10/2021,0.07
19/10/2021,0.08
20/10/2021,0.08
21/10/2021,0.06
22/10/2021,0.06
25/10/2021,0.07
26/10/2021,0.08
27/10/2021,0.07
28/10/2021,0.07
29/10/2021,0.08
1/11/2021,0.09
2/11/2021,0.1
3/11/2021,0.09
4/11/2021,0.1
5/11/2021,0.09
8/11/2021,0.09
9/11/2021,0.11
10/11/2021,0.1
12/11/2021,0.11
15/11/2021,0.11
16/11/2021,0.11
17/11/2021,0.11
18/11/2021,0.11
19/11/2021,0.11
22/11/2021,0.12
23/11/2021,0.12
24/11/2021,0.12
26/11/2021,0.12
29/11/2021,0.11
30/11/2021,0.12
1/12/2021,0.11
2/12/2021,0.13
3/12/2021,0.13
6/12/2021,0.13
7/12/2021,0.14
8/12/2021,0.13
9/12/2021,0.14
10/12/2021,0.14
13/12/2021,0.15
14/12/2021,0.16
15/12/2021,0.16
16/12/2021,0.16
17/12/2021,0.16
20/12/2021,0.14
21/12/2021,0.15
22/12/2021,0.13
23/12/2021,0.14
29/12/2021,0.17
30/12/2021,0.16
31/12/2021,0.15
4/1/2022,0.14
5/1/2022,0.14
6/1/2022,0.13
7/1/2022,0.14
10/1/2022,0.11
11/1/2022,0.12
12/1/2022,0.12
13/1/2022,0.12
14/1/2022,0.11
18/1/2022,0.08
19/1/2022,0.09
20/1/2022,0.08
21/1/2022,0.09
